"Analytical_reasoning"|"Partisan_social_identity"|"Institutional_trust"|"Agreeableness"|"Depressive_symptoms"|"Belief_in_misinformation"
1.63867113662332|4.62394102557349|1.98398454890643|6.34610922476747|2.41293637486026|6.34150228125383
1.787770137366|4.86656681560677|1.86459878050661|2.94931335300523|1.27766014349179|6.75816575645045
0.58600318687596|2.76281297801479|3.00070285530232|3.82375467897962|2.72881624553737|5.44632239769856
4.35340984350021|1.47527238113595|4.82386412863804|4.0576805753261|2.79898755811548|5.89927527569941
3.07326422896336|4.25706118480252|5.07193818552714|1.59516472749533|2.37312084591026|7.84420298211988
1.11426267485966|2.40176597593146|4.08362281862537|4.02715152034126|3.62205996023655|7.12672544278286
5.11422129314043|3.97594123329654|3.79693118863533|3.97373637405982|4.82676561095329|7.90339383668964
3.57653452276896|1.95082117681879|5.91031124557322|3.18363439686245|3.95319886316998|5.46159520351779
2.29955532060669|4.18751567981315|3.45851557085921|4.11328068382244|3.30611063735998|6.75765827137147
4.46118136437392|1.87804905998181|5.12426557395295|2.82457199588438|2.16531940523303|5.9661009958965
4.42929972526994|2.18478519925828|4.12095052881028|3.60171656860612|2.43788813218136|6.8787720696355
4.32286198311477|5.18633789923873|4.55102998668932|4.0741579357756|3.75484102725634|6.72728060052988
4.07140431589642|2.17093785507585|4.40807994859858|3.39466258982495|4.8552816376947|6.17702399887374
3.81637649050552|4.0204237057802|6.00927260825074|6.25523404629278|2.84015548292181|5.17001107817171
2.69205843797421|2.75718721989416|4.67236206387485|2.58074214018796|3.3197650805332|5.70643856584391
2.28180505528258|4.47470916565091|4.68963196192642|6.56113126276911|3.04902847650639|6.04774214030927
2.1618712826574|5.51137071890326|4.66213341422617|5.16407887414671|4.37938569763695|5.6491428028452
1.68707463732199|3.75764713093296|3.79019018996809|4.28666494038031|5.3047926854994|7.94105957621189
2.44353887158536|1.98826186493762|2.9310150068969|3.60106344939716|3.87628643352536|6.69704952915285
0.973260808355051|2.38602719361464|3.24801986496272|3.02353907316484|3.90829914855187|7.16492862894991
5.03364107291167|3.59605906614972|3.24244004485022|4.47243566005358|2.92420974693194|7.1084121259609
1.13163078100552|2.78214524234477|3.62181108461904|4.70510120021405|3.16642918330059|7.10490149198116
2.12631518381498|4.20511760861159|4.54015284431256|3.98946519055046|2.81569573067328|5.04587024283219
2.02651673920822|1.70152580565521|4.33957710136851|5.47696144405282|3.18418463012472|5.4277975840749
4.24428060743574|2.80024915115599|4.63371785748335|5.02519874518436|4.55632325668699|6.9289289823415
2.65499135691764|2.29160401277825|4.38300803034762|4.14168747144291|4.91175689169081|7.13486635848278
3.25530185805364|1.13352178586486|1.94966193181165|4.13555263164991|5.08238722973477|6.96853664467183
2.75004963737859|4.14272438374198|3.68285612877382|3.54580138127976|4.40618352079816|7.42993174248683
2.72510163194818|2.64400220049045|3.86186637928712|5.85623232651942|2.91871653274588|6.54109769843468
5.31075943449747|3.74600748993616|4.80616108870422|1|4.62987348653254|6.9595017202459
2.41376743903002|4.7653567280487|4.63180636953482|3.82171233476404|1.32917034307039|5.48219879597025
5.55108935940889|3.33436448390091|2.97536026259097|4.1163867088698|2.92674339254791|6.01847579606013
3.87440542959039|2.18162246950542|2.57829817143654|5.55270711060245|2.86970370615825|6.92298508493246
3.02006495379555|3.43952434160505|3.61855692169226|3.31066340596403|2.48613356468781|7.80563646244333
3.18689438963284|2.08942025567881|5.56278449845705|5.10391022418481|4.3827966644771|6.22525051996045
3.48904123052942|5.44700158182823|4.11103954940929|3.02157879183752|2.98615785633891|7.09918756079462
1.97159721220497|4.65723152045714|3.56682652963988|2.59965586886901|5.03959363498011|7.48815000220993
2.23764440332931|1.87302647587383|6.82186693346686|3.69727023362984|4.84459966826734|3.49440654100781
1.2565446856655|4.41989905324417|2.86877256437778|4.98586929564487|1.92191933749785|5.78243865272186
1.19206158166973|4.05716160732097|4.28676800663051|4.37926397852687|5.12353788080117|6.09658102280283
3.34776601435072|2.31657413024189|3.92069532564|3.77433069443502|4.52482136235751|6.75397781373163
3.61729617576911|3.81974769531341|2.99054541134031|3.52879517387029|2.73644748785138|7.24164589449669
2.89353132985329|4.69081130083535|3.34987053962047|4.23495212465851|3.57368507918533|7.93544591980042
4.51199257547421|3.1769579075604|5.42989132771239|4.97443294673446|4.14519121427027|5.36019982007343
1.98891343740257|2.84734381830354|4.51843594431842|5.23476925082174|1.6797247885102|5.18885849961424
0.229710058132693|3.94188894939913|5.38919071236592|3.52396161071298|3.30084694206085|5.211899443832
4.66719558679088|4.70890809574256|4.06562386012716|4.83294082662078|3.3566756268894|7.32027271729003
1.66647024903157|1.9088842699212|6.13982270471327|2.94370335398138|4.31031133579266|4.70740715579962
1.69663753757448|3.15228849519411|3.5899531504345|5.35370087945886|5.8462288417127|8.16618058846565
4.70379424696368|3.01475372732237|4.27820942874658|4.79683390491492|3.78900866120044|6.2422044556411
2.31639000927215|3.47709504682431|4.79302600457494|3.87757323548435|5.10951811609445|6.93705825423767
1.02151859064956|2.2796459785117|3.04265688927039|2.34445919441376|2.20959421312518|6.99537763505198
3.12384654635836|3.20214420764833|3.04365100583474|4.58253733100909|3.72031662323639|7.87255420580706
2.5599319093025|1.60633683187768|6.06224186702754|1.53410695837342|5.71984857412459|4.49625389119949
2.81012254204369|2.52016887203228|5.40524055866788|4.15248513843828|2.6986800229981|5.20335232673494
3.4995598320142|3.16837667832101|6.21528591539606|3.37460217197249|4.42464479617232|5.08980527958233
2.17751191052178|2.80849292314704|5.01917216454417|4.22710342892848|4.99042562151748|4.94127538291394
3.98754467716636|2.57008459813676|4.0534158015576|2.63639117623206|4.42414371452646|7.6015560719386
2.42256473807655|3.94888779029035|4.18033854375177|4.10410817158076|2.75348730924786|7.66237421443826
3.4000617580871|3.30653511671206|3.58675942814308|5.59055124432051|3.86492234293167|6.81165933533651
4.83424387332203|2.44104082740413|3.55003574080154|3.3711682211895|3.49976063276945|7.17528583241396
3.59286563221494|1.95666001306017|4.61495078262251|5.32686104353062|2.85318826572503|6.40215630254388
2.24940357821305|4.50338222119126|3.19048336534573|1|1.74389006812685|7.44356781293527
4.92816624654033|1.97596494978859|4.1188020571642|3.44457513577029|5.73497388762172|7.17915809605505
4.64456055427424|4.73534678096668|6.75062947348129|4.1813804096965|1.78950920760049|2.11673841293972
3.80594821582589|3.25556340685515|2.55345819358434|5.6910876936396|4.31316897513762|6.49494123489083
3.22856027502862|4.03526073124109|4.58442392531502|2.02801070647896|5.03893182240392|7.63773635115568
1.78357312383016|1.58102279494183|3.88995829975378|3.88976081917526|3.68997856231334|6.52837158194016
1.82423592961006|3.3531284381271|5.38977860604813|3.28856821442552|2.80505137661449|4.19808095122063
5.57633320758217|3.69841236708921|3.30759993865591|4.20303375875715|2.49617912995621|6.34317623460334
2.39727071269974|2.81007094672459|2.71853236635706|6.4749640498949|3.5701351544957|6.84148954179477
1.24692287682501|1.79007596462842|3.10105391086279|5.94198947488003|3.08447262988205|6.47820878308155
1.66476146337154|4.02217765257482|4.85286805675268|5.91285754078917|2.51160879682297|5.25866731854596
3.26184631590276|3.91837175603468|6.04382429386258|5.90204372499323|5.44603515947236|5.41828059719627
2.37906044212662|5.08102874591973|3.42930576821374|2.67592612180187|3.66314349494135|8.18784758262255
2.2145492265048|4.21407174928476|3.46343829884415|2.80048156716656|2.23090767358069|6.52063256318004
1.34026180776954|3.30149216709421|3.83817544814079|2.82367190161305|2.45073699340798|6.46889465731077
2.72135103106153|2.7712576183991|3.77141635463908|3.5996073940805|4.03344740324939|5.89510394402351
1.56082284397155|1.77842392017267|2.42130408283478|4.71766862802891|2.36863583069102|6.01175962213477
0.600622704664665|5.27616056307821|4.41892210880357|4.38990525538959|3.45184706461402|4.85344899897252
2.16226047142423|3.36777406904579|3.68652356766188|3.43583664779186|4.08425184453577|6.81857074895833
4.5058772019608|2.55294010161828|2.27364136116145|3.77129781381549|2.86592255952163|5.99296261791528
1.86123486696061|4.8704219932689|5.26307389188229|5.38551296483284|4.42015302542867|7.100706163299
3.91859129655528|4.67744196860151|4.10331701496119|4.03653254477957|3.94314147489973|7.26016423810719
0.640838304529709|3.83123528766241|3.64094028418917|5.61488376249418|1.43382688306835|6.47543350752154
2.70306189755802|1.51834375244211|5.79590823526735|4.64594706980142|3.45022849709702|4.78342815281614
3.75123670035402|4.14772840885255|4.44292735256079|3.62062393346802|2.47265239399883|8.19209652494445
3.34337794616765|1.64752367490142|2.45921245719708|3.03195782993338|3.91361687779709|7.28769579937125
2.98744178761502|2.58152253027213|4.98140272860798|6.02965008988301|5.22088992437051|7.41434316329597
1.76488951596988|5.20777709532997|4.58583516278415|3.42843031552226|1.72582021200767|5.885747169221
1.47308059096152|3.65162329431675|5.21749669390228|4.40822024107111|2.4983301720945|5.77202008975282
1.24972982600119|4.10051039065904|1.44419818202545|3.19664920998364|2.6531916958971|5.13258115022286
3.00891245335491|3.91527749370188|3.01272231210561|4.2524659874776|3.89980205140216|6.91188866038565
1.34553641087297|2.86973019931119|2.87320961954891|4.96934455760372|1.23943602314723|4.048750546801
1.98964131754866|4.32896741331986|4.17202459168225|5.34751612353614|3.28526342128813|6.44861483590883
2.36352930979423|3.77133424792077|4.29394451741448|2.95129882927563|6.42910543096173|8.86075383711549
1.7485522691038|2.03240032148422|3.02187758041456|4.33293222563819|2.43139035563356|5.67138978347897
3.22243569983736|1.47454429164773|3.74823079214438|3.26282410333934|4.30976589478231|6.8743308435022
2.93791074718345|3.35567160835113|4.45528387419838|4.20966446350811|3.98779026190389|7.19768520630391
1.32727665133271|2.6410688283104|4.03939023427019|6.37584535813487|1.28913433464667|5.64528634903696
2.67580418665769|3.25599942684162|4.63827479033758|3.78486518214145|4.19493508082832|6.44014382412799
3.62347781613531|1.12752748978575|4.95721930362136|3.08920109693675|1.33461740147564|5.94055962573727
2.87267350445708|4.97069793609794|3.94822596568927|4.06771226451757|2.13942054486211|7.31355891694495
2.09540660388595|2.42420471014127|3.86579226432232|5.61867359299843|2.69417632525008|5.82442749601693
0.347346452661526|1.84379171359683|3.54934272123349|3.51125685037016|3.89961919359245|6.11637537387289
4.89671595867349|4.31424085077114|3.36614589619458|6.14197996237769|3.77322825454572|6.62854957274743
0.778470642466147|3.10084695489118|4.91152192053608|3.13331124625197|4.22779397994743|6.18142981137612
4.16857781207369|3.47680715074147|3.96786895702187|5.01011950529978|4.86659781681398|7.85885701782055
0.794143014233572|2.82626511347008|3.75104776863787|5.38382650295128|5.16375162744476|5.93450707947064
4.09630549486043|3.20200151287959|3.53424816262245|4.50649068607195|2.18838350987753|7.0807461753003
2.35346347555171|1.64428025811897|6.36194569582123|3.93870351753131|3.25426772804424|3.07647673056513
0.679099273469389|4.80488744371655|1.98187047428448|4.6523760530698|2.53695927769965|5.05425217824971
0.729240755506099|5.29614395736229|3.65833839534182|4.08932077589106|2.06610485692501|6.76835574043957
0.654345773427747|4.49295336607875|3.06268848865184|2.72176325861145|2.72170367290936|6.81211535091841
1.92806321903688|1.85543990089695|4.75254024133391|4.75700053438737|2.06845830962435|4.82708449359175
0.777433604314276|2.93569685413844|3.88256694641749|5.56892707617955|2.03368193499712|4.74853213256464
4.07003362213362|4.33999705126729|2.72568427760418|3.63745089396043|3.3555811844521|8.09086047266709
6.31289193257061|4.20966849950037|4.6233566202029|3.91937913766144|3.00819188055636|5.77164005093267
0.950382506249841|1.21899135997218|3.20672745140362|3.34436517287961|1.98016686241646|5.87895778340867
4.25897237161414|1.62548576909613|4.0247109002121|4.90284804208742|3.81204773198455|7.20813173997794
4.22362859217416|2.3716008723569|5.84283092083768|3.62975736948099|2.95486092468845|5.42563439814848
3.40084164213795|1.39426394984097|3.06956681961903|1.94133061689296|3.85417470736213|6.94019742967462
1.26911170655077|4.74466309344159|2.93220335261759|3.35510441249453|1.70486189380284|6.02964800836557
2.59307052780478|2.83993413815068|3.74193315804588|3.32666723135545|2.27561468279711|6.95373522990669
2.32356084799642|3.1579845957199|5.68387066035875|3.45069174979496|3.89839435375677|6.25368232952512
3.83351855593292|5.470576135148|4.1989872982719|4.5704550025629|2.4340191869878|6.72331406686645
2.17467279649432|1.08201725107504|1.87360311685068|3.7756157448798|2.89176714774106|5.89551117104077
4.61391180887143|2.39867071720805|2.63066333805024|4.96522954428715|4.4395608817553|7.22326157353527
2.17125572904118|4.84961961103252|6.18938287977015|3.88528238921598|2.02350507820198|3.80220781727689
4.7536776365544|3.87825314037957|2.60833740301454|5.70282792066785|3.25026066522012|6.17512355972192
1.21923940018221|3.01837409260389|1.99399542932772|4.05300262560631|2.84306348794487|6.27117114779773
0.978851454217539|2.85305321411331|2.43214521731194|3.4390117371828|5.36731463736645|5.92461608029716
2.10427453344189|3.35549092566443|3.31409201504655|2.89710659352074|1.76042415198006|6.55512424785141
3.33797469473405|2.29081753884653|3.91028976156382|6.43668051495825|5.5948029223393|6.78222960812512
3.97275701809748|3.16462415155429|3.77696704514353|2.60980304220417|1.22662008342185|7.03683946228987
2.00006656533007|4.51672380942156|3.94938257978185|4.18832788345932|2.3217676102197|6.52692769402695
3.74643751893941|5.42892771325127|4.82236104071072|5.136446051401|2.84672302498058|7.59481350910574
3.46915273239232|4.95040981609923|3.50180490176648|4.56400153142946|3.02149156396739|7.14525055116451
2.43107677957531|2.21886839740441|4.27753236090639|5.92773058750567|3.69110484786528|6.83066036768663
2.91535745651623|1.35497628002479|5.07922012795858|5.35741899152219|2.73151766313833|5.70167108268638
2.74042524366951|4.2817432595292|3.16573914349825|2.62448633753975|5.44918581037381|7.8419366275085
1.62121685020212|3.57600590019095|3.63080114007316|2.78955731462426|2.34174094062288|7.0030942922652
1.16334207984664|6.02854126240129|5.19832226870479|5.20854632732799|1.93800658512917|5.09993238858539
2.86657928833387|3.94387618014413|1.8232018933123|6.02718059500828|3.22025738822469|5.42214215482366
3.36061701072347|3.06387082057563|4.2842336626423|3.7980599609943|2.83788795516072|6.53187570174007
3.59538087609265|3.34507490711046|4.94991606802442|2.83712159827293|2.27878294515225|6.34185639564782
2.03937452218775|3.12467461563978|5.17721298506744|3.11550151429229|4.05585489247914|6.74189807557183
1.20219597170877|4.56985995444518|3.96572783079524|3.13415781828055|2.09722200381425|5.6764680931711
5.13055176911372|2.49033262916806|3.42679160502855|3.34563801132582|1.99532155706596|7.43700212815898
2.21116162141116|3.55058412224321|4.16302532392814|4.77074078617496|5.41484882712197|7.14271899445549
1.45205927113265|2.25701819091669|3.79130035232644|4.12017759580803|2.50759042924639|6.49086990068068
2.39630975504177|1.11046964690458|3.65222804655189|4.35543485729334|4.34417132546421|6.79847751203962
2.4615174116928|2.44404278024312|6.17642741258274|2.4159538827545|2.98044228832077|4.86738001559381
4.85798820278835|2.75204270348837|3.62704693020445|3.52426750658329|1.72271930256549|7.22971833179105
2.94999755495775|2.60610238381809|2.31165894652493|4.94996427998865|4.81249746720733|6.64345963712979
4.19527534796947|4.74464663940015|1.96829671855263|2.42888487435723|2.79809705843616|6.7851882219122
1.97623925810411|1.60578158621709|2.6118331980409|4.36155378927848|1.57328373072265|5.99500118219461
3.18416386682759|2.9374838077687|1.96023939424077|4.09067340729032|3.09244696046639|5.64373455349823
2.25141931075647|3.88364936378822|3.53914564511099|5.78547487128308|1.81865771627966|7.08468777824869
2.96758715454294|3.58925855919203|3.63979581104414|5.94694288569729|3.79987654078556|5.60688664186101
1.4127823408006|2.54598517183277|5.52546113352422|2.9228994061354|4.37266180347468|5.2651002864
0.92561412208311|5.32517539556538|3.89092133259316|4.28353327064809|2.69555638000301|6.11965235513768
6.20284677835052|3.4424166532183|4.22212229914492|5.19546779634496|2.63876778435436|6.68095968747209
3.90485848460143|3.62225242123824|4.36603579190214|3.64535111671348|4.70707368124232|7.52457465357392
0.988370539150755|5.53931918741794|5.38899140129403|5.59460822828372|3.95235273631301|4.9007424222329
1.80814469403183|4.58595240974133|4.66080860479499|3.77532658713144|3.20693066275193|5.82681755784997
6.40832935186042|4.26590621705305|5.41383340571485|3.10937716972214|2.28695066986549|6.3984761946378
5.21553498994702|1.85089892873335|2.98922396519941|5.26963427367797|4.71139226028727|7.50978620094572
2.34860983088136|2.79675917457232|7|2.056746566089|4.05608395016776|3.90414229091086
3.79612276111483|1.80343854508963|4.53313750709641|3.33354028615667|3.44748332656051|6.34657357028557
2.1082387450926|2.12906191501724|4.57897968425338|3.52341250464336|5.57821182190861|6.15989897850965
2.01168399092999|2.05302872452356|3.94392933239934|5.29987965162123|1.89368217508157|5.74317311020967
1.55574761455421|4.82574043547574|3.93601726501405|3.89385741928721|3.27438392775543|5.61021961420899
1.83258614265669|1.57758809299195|2.96772776180629|5.17720651883266|3.47078610392645|6.53474509514856
5.75479768709145|3.81304662002511|5.40527361311954|4.77686679262442|2.86657015663197|6.327053443317
2.70572226724507|2.82733351140357|2.53748168494612|5.03495686794015|1.8601589357009|6.23048366750803
3.01178337076584|3.82738875537995|2.11302476357615|2.8034173805158|4.34104582572469|7.00102293423018
3.23763910268407|1.86347318946417|5.25589836570849|3.68668829361794|4.77233366277848|5.98589443807488
5.07685610034743|4.59517358562698|5.93840922494789|2.7118420568006|5.39426349560233|6.68723168302441
1.95061629557804|3.84693846217065|4.63876915110633|2.73061943924429|1.99018452649428|5.83954923335
1.28879870665998|4.46784495287258|6.05312468686717|3.63063804697675|3.72045803792454|5.26083875928314
5.79066302176982|2.34937265637448|4.13288792226383|3.3321804728555|2.41632979636626|6.79256675462006
2.06616610734478|2.08619820833066|4.03966584943665|3.05707791795356|5.84378611575198|7.12095866846759
1.64687200654088|1.53625623592241|3.20879677099474|4.30143586246964|1.44183940038367|5.97731305654454
1.00456310800361|2.56735683022593|3.22588200115732|5.4310948097208|3.85742499117566|4.89683508397155
0.952815116583213|2.2907022775976|2.85574097331404|5.18415906173576|2.68918276462414|5.07058528237798
1.86328445560831|3.56189050371207|7|2.71342745341766|4.95046183304918|2.82899402845357
3.93756375839043|3.08087272891111|4.83096250736173|3.72965959748112|3.83325366236121|5.26036442476238
4.85785738908402|4.17183025290087|3.58144934426831|1.87360497817001|3.77191110199968|8.48470992515941
4.10730000871556|4.35514967060143|3.84961716345177|5.15815517990133|2.77000596227881|6.46458780101444
2.18870411932314|3.41122017367424|4.8251749427237|3.46900095935045|4.66958080915042|5.32536710556157
2.90550593444528|4.55924991896545|4.68653295311112|3.58665189046834|3.82530012713634|6.46119787498024
1.67300271615355|5.47721504528506|4.97073155837142|3.83384223015924|4.92921549905068|6.88722991236128
1.65512428361728|4.37284842774607|1.7948192927084|4.75068857625061|4.29658588153584|6.77474607083075
4.44153339079553|4.98254248958528|2.48702680662049|5.86563140270229|3.35165142897948|6.55906603780541
1.26021322647327|3.92660064887572|5.16250447479602|3.83869425640345|2.73971620196991|6.329060472559
2.64302341526006|3.33380801748256|2.60051343584907|5.4371902410541|2.97627138785715|6.28654916505715
3.18433452780673|4.22861974660089|2.03227282188191|4.50892107446096|3.61050882780074|7.5596583358076
1.6251478639956|4.13554952220122|5.37251151528264|2.51842275204667|1.52754154898388|5.26385475573222
1.86266474967941|3.59349015397967|4.9071114087873|3.77300461543027|3.93529830765452|6.50748028504915
0.919202752326279|2.55834437166457|3.74440606173708|5.55063733579627|4.80154622976146|5.79441750599192
2.48544631197144|4.3407112502792|3.60217521315348|3.79193529971671|3.95588863125178|7.07703354516297
3.56252814455503|2.28646115266141|1.8967903705402|1.2031324444188|3.48225916378039|6.676690644489
3.38620327525669|2.57010092619024|4.28751299111164|5.77510339430336|3.32167819358277|6.38209180919124
1.56545172887213|3.00733024755311|4.21946552240915|3.25123528563163|1.7801132882153|5.8175360874335
1.55572137298277|2.40440864905985|3.81837479607829|3.0541411715313|3.01765350655469|7.06015862082419
1.97178811948415|3.02874963899006|4.15487522567492|5.03149501466878|5.18026178499894|5.82101526512325
5.51887478736597|2.3647732459919|3.94586000636407|3.65727966182838|4.18461322904592|7.51898462086884
1.11522180199285|2.54922574106022|5.85811308503139|3.90859573604356|3.19640428472446|4.12567018314918
2.49196611173141|3.73873759994447|2.99953440575323|4.88548000421436|5.04626205372996|6.2195182022507
6.09185492134937|5.39120115100608|3.1815483922248|1.91408140177154|2.58114993605701|7.38263175836129
2.62471367158357|5.24835930705902|3.13025015296104|4.30743469154639|3.28179084750733|5.87164559478572
1.73001184211877|5.05804075751706|3.56611131138014|2.92601487145075|5.3045925079776|8.24864992013125
3.687288862893|2.26213440631481|3.52218427503785|3.51045531434788|2.21357888001001|6.06042486039127
2.16962620611559|1.76189652372546|5.91620705902116|3.26357375984753|6.15716850863653|5.25036356938603
1.88138027159136|3.31638611429051|2.13385829890677|3.00867322760327|1.41412601613743|5.49402789276625
2.22038076549039|3.79238492284952|3.44926100096336|2.84978507260904|2.16736755964189|7.63393887557107
2.96028232303573|4.11560623908158|1|4.39347229609339|6.12485372340625|7.09452258142046
5.67720826408028|1.46182708977529|5.27470349660168|3.95004361935162|2.45028106425032|6.01992034791689
2.64604262610678|3.2171701170931|4.13081262334791|5.22305735438554|2.58188444299067|5.1064221886767
4.80504110046583|4.82249515109307|3.29048886495248|4.65933167983371|3.81578255157766|7.59337570066145
3.96174251569194|4.2406596119762|4.43028668895577|3.65029533595356|3.79438659638781|7.1121104228108
2.60300990539109|5.38231713644655|3.21232077565808|2.84997710522588|4.57161379734209|6.40721573941229
0.713084390737234|2.77405429168504|4.13399876250737|2.82243133473773|3.81698458246263|6.36741037676887
1.94292466614931|3.28645883277663|2.73514989997437|3.30577157648003|2.16153554666225|7.5800420055307
1.99069710675509|3.45867802636913|5.50822063528992|3.54860727546187|3.37687551063713|4.43133493237595
2.88315990177299|3.02361497020003|3.59451493612586|4.40104567736382|3.17628010610143|6.40433093976952
5.19457971947755|2.73985041711654|3.79988155599425|5.00509319066591|3.08390650017164|6.04055945469048
2.56970178194723|2.13955514860582|4.65978269922267|3.68615961917128|4.03528738860978|6.30782539500371
0.533673522399362|3.03141871388997|2.48578334983012|3.44823528398507|4.25575390220527|7.61843278982527
2.14866187450619|1.78025795670643|2.68558383562413|2.29418824778909|3.60642162859933|5.12349166895487
2.95797879626482|1.65664034768006|6.37239779971369|3.09686903328034|5.28617510954136|3.56328042339838
4.3670193854412|2.64314442919329|5.02742038127635|6.1605537539385|4.04195994099817|6.41579660112589
4.5870697677883|1.78828364297092|2.68094579720923|5.67764900288983|1.39006333320223|6.18418291107326
4.06319916662917|3.93875437769023|3.63557838743391|7|4.65340460643304|6.85464556002175
0.840747209637091|4.83777290997246|4.86899326993135|3.88394043800878|2.87676178317781|5.83990404479815
4.37573588135537|2.67305479412642|3.35352543707331|3.58608405593613|3.09441602695039|6.63249572375411
2.05774913005231|1.63484663591467|4.15573979952866|4.97851373425368|3.6481864114291|6.62605382888031
3.1120526612148|2.721929429416|3.85709899389139|5.60821117377995|3.20406701645243|7.4752052041626
2.93183495584263|5.27135579604693|4.71767164524361|4.82838636333178|4.3541122846981|6.44090500700957
3.57972309285847|5.11152615703323|6.28951258970556|3.59192845810206|3.04611316951547|4.5467408225628
2.84341670891977|2.2845126722956|3.95564443376742|2.66596299812599|3.8175725004197|7.72554074639361
4.16204380223827|1.34049893173027|6.58459734912816|4.49127744766371|2.02203681960794|3.56714142342659
3.50095165866359|2.88960704103125|1.13849976905359|3.29551762481892|3.62044433266049|5.52805993931413
2.34777608294919|2.96962517950999|4.05377003512222|2.06210313178911|1.64484400660298|6.78747030373174
3.0098065280488|4.72330109202477|3.2011971792474|4.30591454426666|1.50668186919274|6.4074964413407
3.03838854711288|2.53500029054139|1|5.09452647084499|4.48139471813134|4.34885902909305
3.19616569054502|1.58735849554176|4.07395418095511|5.75244541978866|4.21026509923934|6.01821567808713
2.42495779247176|4.47470310119306|4.59675264744472|4.01623856853925|2.89124725104456|6.4733536581385
3.09984295584116|2.379882447245|4.37299182911217|3.46289908661435|1.31227560990114|6.0066129707445
4.96324991283055|3.89075271604433|5.08267428716418|4.9297343165145|2.97403986906721|5.31486768512745
4.75637176183678|3.12430280966895|4.26863261905623|3.95710125264282|3.71643217085296|7.33363275242252
4.92179595792913|2.76651694358374|3.39600078124386|4.78652331203452|4.76117325126952|7.6202088473906
1.8580717224874|3.87585745507941|4.56848544127431|1.88291598774828|3.80628139064296|7.23462225731293
2.91786120152506|4.18210158302732|2.56066542549832|2.80144854589772|3.29788781391005|6.83663982325049
6.04797041919963|2.16884184485267|3.16115247622054|1.94875045488969|4.32200190118365|7.02430539726142
0.884711281392535|2.9721566752655|2.74127171729178|2.42539136801491|3.49544704149471|7.13888126855836
2.83690755241267|5.11906732796789|3.91959105267976|4.42959359487181|4.86035599110033|8.05944823964305
5.10740977464096|3.00888724850809|4.67887413323003|5.32705335949135|6.20275734798188|7.02047431445959
1.65791718060318|1.63666714716064|1|2.76427889936804|2.94763659221074|4.13741861800069
1.60537258986781|1.91456787334716|3.25918456624285|3.14736955003274|2.60373213884176|6.06488776294419
1.35694716318307|4.59299580934807|3.26307541755901|6.1036171442993|2.32922508267006|7.10335935695206
1.21520894225635|2.75288908558118|1|5.34806228494356|4.16141831308788|4.89492136426168
2.07242311876926|3.69129885077832|4.86158688635198|3.06602779408383|2.41403574051713|6.10235016295376
3.39894409756312|5.23972211898266|4.55435813095147|4.61234220268182|3.04856734291854|6.93619875597734
3.17966706922783|3.5893984188358|4.7337984281814|3.80785157783962|2.9894606872271|5.34166546920627
5.08422787510887|2.98066861823802|4.48289882912704|3.45097469641254|3.45441613059439|6.9676007048844
6.2473004839599|3.88484880694937|4.18973758930895|3.79160579864632|2.42587570282087|7.07687535642547
